xml:id,wikidata,name_alias,forename,surname,birth_date,birth_place,death_date,death_place,type,role,commentaire,validation,compte,birth_place_qid,death_place_qid
DiodoreDeSicile,https://www.wikidata.org/wiki/Q171241,,Diodore de,Sicile,-90,Q3606949,-20,,auteur(e) de textes,historien et chroniqueur grec du Ier siecle av. J-C,,4,61,Q3606949,
GirardDesargues,http://www.wikidata.org/entity/Q152817,Girard Desargues,Girard,Desargues,1591-02-21,Lyon,1661-10-09,Lyon,"artiste,architecte",architecte et mathématicien français du XVIIe siècle,,4,61,Q456,Q456
LeonardoDoffi,,,,,,,,,non identifié,,,2,60,,
Aristide,https://www.wikidata.org/wiki/Q265462,,Aristide de,Thèbes,-400,Thebes,-360,,"personnage politique,militaire",peintre grec antique,,4,60,Q11225429,
Archimede,https://www.wikidata.org/wiki/Q8739,,,Archimède,-287,Q4420718,-212,Q4420718,mathématicien,physicien et mathématicien grec de Sicile,,4,60,Q4420718,Q4420718
CesareDaSesto,http://www.wikidata.org/entity/Q1056977,Cesare da Sesto,Cesare,da Sesto,1477,Q40699,1523-07-27,Milan,"artiste,peintre",peintre italien,,4,59,Q40699,Q490
DemetriosAlopece,https://www.wikidata.org/wiki/Q5255305,,Démétrios d',Alopèce,-500,Q2839314,-400,Q1524,"artiste,sculpteur",sculpteur antique,,4,58,Q2839314,Q1524
Attila,https://www.wikidata.org/wiki/Q36724,,,Attila,500,,453,Q170062,"personnage politique,militaire",roi des Huns de 434 à 453,,4,58,,Q170062
SaintJerome,https://www.wikidata.org/wiki/Q44248,,Jérôme de,Stridon,345,Q522804,0420-09-30,Q5776,saint(e),"moine, traducteur de la Bible, docteur de l’Église et l’un des quatre pères de l’Église latine",,4,57,Q522804,Q5776
Quintilien,https://www.wikidata.org/wiki/Q193769,Quintilien,Marcus Fabius,Quintilianus,35,Q642046,96,Rome,auteur(e) de textes,rhéteur romain,,4,57,Q642046,Q220
GirolamoGenga,http://www.wikidata.org/entity/Q920115,Girolamo Genga,Girolamo,Genga,1476,Q2759,1551-07-11,Q2759,"artiste,peintre,architecte",peintre italien,,4,56,Q2759,Q2759
CarloRidolfi,http://www.wikidata.org/entity/Q776990,Carlo Ridolfi,Carlo,Ridolfi,1594-04-01,Lonigo,1658-09-05,Venise,"artiste,auteur(e) de textes,peintre",peintre et écrivain italien,,4,56,Q47385,Q641
Pordenone,http://www.wikidata.org/entity/Q983352,Le Pordenone,Giovanni Antonio,da Pordenone,1484,PordenoneVille,1539-01-14,Ferrare,"artiste,peintre",peintre italien,,4,56,Q6606,Q13362
Phylarque,https://www.wikidata.org/wiki/Q609147,,,Phylarque,-255,Athenes,,,auteur(e) de textes,historien antique,,4,55,Q844930,
Polyclete,https://www.wikidata.org/wiki/Q193422,,,Polyclète,-490,Q13533353,-420,,"artiste,sculpteur",sculpteur grec,,4,55,Q13533353,
GiovanniBellini,http://www.wikidata.org/entity/Q17169,Giambellino,Giovanni,Bellini,1430,Venise,1516-11-29,Venise,"artiste,peintre",peintre italien de la Renaissance,,4,55,Q641,Q641
JacopoBarozziDaVignola,http://www.wikidata.org/entity/Q297565,Jacopo Barozzi da Vignola,Jacopo,Barozzi,1507-10-01,Q100111,1573-07-07,Rome,"artiste,architecte",architecte italien,,4,55,Q100111,Q220
Baroccio,http://www.wikidata.org/entity/Q316731,Federico Barocci,Federico,Fiori,1535,Q2759,1612-09-30,Q2759,"artiste,peintre",peintre et graveur italien maniériste (1535-1612),,4,54,Q2759,Q2759
ParisMythologie,https://www.wikidata.org/wiki/Q167646,,,Pâris,,,,,personnage mythologique,"personnage de la mythologique grecque, fils de Priam",,4,54,,
Judas,https://www.wikidata.org/wiki/Q81018,,Judas,Iscariote,,Q1003997,30,Jerusalem,personnage biblique,apôtre traître de Jésus de Nazareth selon le Nouveau Testament,,4,53,Q1003997,Q1218
DanieleBarbaro,http://www.wikidata.org/entity/Q378870,Daniele Barbaro,Daniele Matteo Alvise,Barbaro,1513-02-08,Venise,1570-04-13,Venise,personnage du clergé,cardinal de l'Église catholique romaine,,4,53,Q641,Q641
RomanoAlberti,https://www.wikidata.org/wiki/Q3338349,Nero Alberti da Sansepolcro,Romano,Alberti,1502,Sansepolcro,1568,,"artiste,sculpteur",Sculpteur italien,,4,53,Q52098,
Polypheme,https://www.wikidata.org/wiki/Q193567,,,Polyphème,,,,,personnage mythologique,"cyclope, fils de Poséidon et de la nymphe Thoôsa, mythologie grecque",,4,53,,
LorenzoRidolfi,https://www.wikidata.org/wiki/Q41617810,Lorenzo Ridolfi,Lorenzo,Ridolfi,1362,Florence,1443,Florence,personnage politique,juriste et politicien italien,,4,52,Q2044,Q2044
GregoireXIII,https://www.wikidata.org/wiki/Q83029,Gregoire XIII,Ugo,Boncompagni,1502-01-01,Bologne,1585-04-10,Rome,pape,"226e pape de l'Église catholique, de 1572 à 1585",,4,52,Q1891,Q220
MarcusVipsaniusAgrippa,https://www.wikidata.org/wiki/Q48174,,Marcus,Vipsanius Agrippa,-63,Istrie,-12,Campanie,personnage politique,général et homme politique romain,,4,52,Q639912,Q1438
ClementVII,https://www.wikidata.org/wiki/Q83159,Clément VII,Jules de,Médicis,1478-05-26,Florence,1534-09-25,Rome,pape,"219e pape de l’Église catholique, de 1523 à 1534",,4,51,Q2044,Q220
Albane,http://www.wikidata.org/entity/Q358147,L'Albane,Francesco,Albani,1578-03-17,Bologne,1660-10-04,Bologne,"artiste,peintre",peintre italien (1578-1660),,4,51,Q1891,Q1891
CesareRipa,http://www.wikidata.org/entity/Q721704,Cesare Ripa,Cesare,Ripa,1555,Perugia,1622-01-22,Rome,auteur(e) de textes,historien de l'art italien,,4,51,Q3437,Q220
MinoDaFiesole,http://www.wikidata.org/entity/Q477441,Mino da Fiesole,Mino,di Giovanni Mini da Poppio,1429,Q52095,1484-07-11,Florence,"artiste,sculpteur",sculpteur italien,,4,50,Q52095,Q2044
LucienSamosate,https://www.wikidata.org/wiki/Q177847,Lucien,Lucien de,Samosate,120,Q1026347,180,Q1524,auteur(e) de textes,"philosophe, biographe et satiriste grec de l'Antiquité",,4,49,Q1026347,Q1524
PellegrinoTibaldi,http://www.wikidata.org/entity/Q861385,Pellegrino Tibaldi,Pellegrino,di Tibaldo de Pellegrini,1527,Q3925955,1596-05-27,Milan,"artiste,peintre",peintre italien,,4,49,Q3925955,Q490
NicoloDellAbbate,http://www.wikidata.org/entity/Q333563,Nicolò dell'Abbate,Nicolò,dell'Abbate,1512,Modene,1571,Fontainebleau,"artiste,peintre",peintre italien,,4,49,Q279,Q182872
Pollux,https://www.wikidata.org/wiki/Q190103,,,Pollux,,,,,personnage mythologique,personnages de la mythologie grecque,,4,49,,
Ovide,https://www.wikidata.org/wiki/Q7198,,,Ovide,-43-03-20,Q31075128,17,Q2441154,auteur(e) de textes,poète romain,,4,48,Q31075128,Q2441154
Giottino,https://www.wikidata.org/wiki/Q947337,Giottino,Giotto,di Stefano,1324,Florence,1372,Florence,"artiste,peintre",peintre italien,,4,48,Q2044,Q2044
AlbertiDurante,http://www.wikidata.org/entity/Q1165466,Durante Alberti,Durante,Alberti,1538,Sansepolcro,1613-04-23,Rome,"artiste,peintre",peintre italien,,4,48,Q52098,Q220
DanieleDaVolterra,http://www.wikidata.org/entity/Q540489,Daniele da Volterra,Daniele,Ricciarelli,1509,Volterra,1566-04-04,Rome,"artiste,peintre,sculpteur",peintre et sculpteur italien,,4,47,Q103305,Q220
AlviseCornaro,http://www.wikidata.org/entity/Q389140,Alvise Cornaro,Alvise,Cornaro,1484,Venise,1566-05-08,Padoue,auteur(e) de textes,philosophe italien,,4,47,Q641,Q617
Ulysse,https://www.wikidata.org/wiki/Q47231,,,Ulysse,,,,,personnage mythologique,roi légendaire d'Ithaque,,4,46,,
NiccoloDeMedici,https://www.wikidata.org/wiki/Q18289508,,,,1384,Florence,1455-03-03,Florence,non identifié,,,2,46,Q2044,Q2044
Lucifer,https://www.wikidata.org/wiki/Q35230,"Le Diable, Satan",,Lucifer,,,,,personnage biblique,personnage incarnant le mal et l'opposition à Dieu dans les religions abrahamiques,,4,46,,
Castor,https://www.wikidata.org/wiki/Q190103,,,Castor,,,,,personnage mythologique,personnages de la mythologie grecque,,4,46,,
SimonVouet,http://www.wikidata.org/entity/Q317920,Simon Vouet,Simon,Vouet,1590-01-09,Paris,1649-06-30,Paris,"artiste,peintre",peintre français,,4,46,Q90,Q90
CalixteI,https://www.wikidata.org/wiki/Q122376,,,Calixte Ier,,Rome,222,Rome,personnage du clergé,"saint catholique, pape du IIIe siècle",,4,45,Q220,Q220
FrancescoSalviati,http://www.wikidata.org/entity/Q704594,Francesco Salviati,Francesco,de' Rossi,1510,Florence,1563-11-11,Rome,"artiste,peintre",peintre italien,,4,45,Q2044,Q220
Leda,https://www.wikidata.org/wiki/Q182019,,,Leda,,,,,personnage mythologique,personnage de la mythologie grecque,,4,45,,
VanDyck,http://www.wikidata.org/entity/Q150679,Antoine van Dyck,Antoon,van Dyck ,1599-03-22,Anvers,1641-12-09,Q880829,"artiste,peintre",peintre et graveur flamand,,4,44,Q12892,Q880829
GirolamoMuziano,http://www.wikidata.org/entity/Q1333792,Girolamo Muziano,Girolamo,Muziano,1528,Brescia,1592-04-27,Rome,"artiste,peintre","peintre, graveur et dessinateur italien",,4,44,Q6221,Q220
AntonFrancescoDoni,https://www.wikidata.org/wiki/Q601844,,Anton Francesco,Doni,1513-05-16,Florence,1574-08,Q34602,auteur(e) de textes,homme de lettres italien,,4,44,Q2044,Q34602
HilairePader,http://www.wikidata.org/entity/Q23770459,Hilaire Pader,Hilaire,Pader,1607-02,Toulouse,1677-08-14,Toulouse,"artiste,peintre",peintre français (1607-1677),,4,44,Q7880,Q7880
SaintMatthieu,https://www.wikidata.org/wiki/Q43600,,,Matthieu,10,Q155321,74,Ethiopie,saint(e),apôtre et évangéliste du Nouveau Testament,,4,44,Q155321,Q115
AgostinoChigi,https://www.wikidata.org/wiki/Q395635,,Agostino,Chigi,1466-12-01,Sienne,1520-04-10,Rome,mécène,"Banquier siennois, un des plus importants mécènes de la Renaissance.",,4,43,Q2751,Q220
CharlesAlphonseDuFresnoy,https://www.wikidata.org/wiki/Q1063557,Charles-Alphonse Du Fresnoy,Charles-Alphonse,Du Fresnoy,1611,Paris,1668-01-16,Q236136,"artiste,peintre",peintre français,,4,42,Q90,Q236136
Ganymede,https://www.wikidata.org/wiki/Q131588,,,Ganymède,,,,,personnage mythologique,personnage de la mythologie grecque,,4,42,,
GiovanniLanfranco,http://www.wikidata.org/entity/Q447730,Giovanni Lanfranco,Giovanni,Lanfranco,1582-01-26,Parme,1647-11-30,Rome,"artiste,peintre",peintre italien,,4,42,Q2683,Q220
DomenicoGhirlandaio,http://www.wikidata.org/entity/Q191423,Domenico Ghirlandaio,Domenico,di Tommaso Curradi di Doffo Bigordi,1448-06-02,Florence,1494-01-11,Florence,"artiste,peintre",peintre italien,,4,41,Q2044,Q2044
Dinocrate,https://www.wikidata.org/wiki/Q471762,,Dinocrate,Rhodes,-400,Rhodes,-360,,"artiste,architecte",architecte antique,,4,41,Q43048,
Cleopatre,https://www.wikidata.org/wiki/Q635,,,Cléopatre,-69-01-13,Alexandrie,-30-08-12,Alexandrie,personnage politique,"reine d'Égypte, de 51 à 30 av. J.-C.",,4,41,Q87,Q87
AndreaPisano,http://www.wikidata.org/entity/Q311031,Andrea Pisano,Andrea,da Pontedera,1290,Q103219,1348,Orvieto,"artiste,architecte",sculpteur et architecte italien,,4,41,Q103219,Q541
CharlesLeBrun,http://www.wikidata.org/entity/Q271676,Charles Le Brun,Charles,Le Brun,1619-02-24,Paris,1690-02-12,Paris,"artiste,peintre",peintre français,,4,41,Q90,Q90
LeonidasI,https://www.wikidata.org/wiki/Q44228,Léonidas Ier,,Léonidas Ier,,Sparte,-480-08-11,Thermopyles,"personnage politique,militaire",roi de Sparte,,4,40,Q5690,Q194450
Semiramis,https://www.wikidata.org/wiki/Q103960,Semiramis,,Semiramis,,Lydie,,,personnage mythologique,reine légendaire de Babylone,,4,40,Q620765,
GiovanniFrancescoRustici,http://www.wikidata.org/entity/Q720384,Giovanni Francesco Rustici,Giovanni Francesco,Rustici,1474,Florence,1554,Tours,"artiste,architecte,sculpteur",sculpteur italien,,4,39,Q2044,Q288
PierreSeguier,https://www.wikidata.org/wiki/Q446912,,Pierre,Séguier,1588-05-28,Paris,1672-01-28,Q185075,personnage politique,"homme d’État français du XVIIe siècle, chancelier de France",,4,39,Q90,Q185075
BenedettoVarchi,http://www.wikidata.org/entity/Q176833,Benedetto Varchi,Benedetto,Varchi,1503-03-19,Florence,1565-12-18,Florence,auteur(e) de textes,"humaniste, historien et poète italien de la Renaissance",,4,39,Q2044,Q2044
Polygnote,https://www.wikidata.org/wiki/Q1972156,,,Polygnote,-500,Q122443,-500,,"artiste,peintre",peintre sur vases grec,,4,39,Q122443,
Guerchin,http://www.wikidata.org/entity/Q334262,Giovanni Francesco Barbieri,Giovanni Francesco,Barbieri,1591-02-08,Cento,1666-12-22,Bologne,"artiste,peintre",peintre italien,,4,38,Q95094,Q1891
LouisXIV,https://www.wikidata.org/wiki/Q7742,Louis XIV,,Louis XIV,1638-09-05,Q1520841,1715-09-01,Q2946,personnage politique,roi de France et de Navarre de 1643 à 1715,,4,38,Q1520841,Q2946
AntonioMini,http://www.wikidata.org/entity/Q21710870,Antonio Mini,Antonio,Mini,,,1533,France,"artiste,peintre","artist, designers, draftsman, painter",,4,37,,Q142
Abel,https://www.wikidata.org/wiki/Q313421,,,Abel,-3897,,-3825,,personnage biblique,personnage de la Genèse,,4,37,,
Ninus,https://www.wikidata.org/wiki/Q1152356,,,Ninus,,Q200200,,,personnage mythologique,personnage mythologique,,4,37,Q200200,
Orphee,https://www.wikidata.org/wiki/Q174353,,,Orphée,,,,,personnage mythologique,héros de la mythologie grecque,,4,36,,
JeanCousin,http://www.wikidata.org/entity/Q2610648,Jean Cousin l'Ancien,Jean,Cousin,1490,Sens,1560,Paris,"artiste,peintre","peintre, sculpteur et graveur français",,4,36,Q212420,Q90
Philostrate,https://www.wikidata.org/wiki/Q2274948,,Philostrate d',Athènes,170,Lemnos,245,Q1524,auteur(e) de textes,orateur et biographe romain de langue grecque du IIe siècle,,4,36,Q192483,Q1524
Euphranor,https://www.wikidata.org/wiki/Q949770,,,Euphranor,-301,Q1232123,-400,Q1524,"artiste,peintre,sculpteur",peintre et sculpteur antique,,4,36,Q1232123,Q1524
CosmeDeMedicis,https://www.wikidata.org/wiki/Q48547,,Cosme de,Médicis,1519-06-12,Florence,1574-04-21,Q2094778,personnage politique,grand-duc de Toscane,,4,35,Q2044,Q2094778
Dedale,https://www.wikidata.org/wiki/Q134756,,,Dédale,,,,,personnage mythologique,personnage de la mythologie grecque qui a donné son nom à un labyrinthe complexe,,4,35,,
LazareDeBethanie,https://www.wikidata.org/wiki/Q539890,,Lazare de,Bethanie,-100,Q831190,30,,saint(e),personnage du Nouveau Testament,,4,34,Q831190,
GaddoGaddi,http://www.wikidata.org/entity/Q729041,Gaddo Gaddi,Gaddo,Gaddi,1239,Florence,1312,Florence,"artiste,peintre",peintre et mosaïste italien,,4,34,Q2044,Q2044
AndreaVerrocchio,http://www.wikidata.org/entity/Q183458,Le Verrocchio,Andrea,di Michele di Cione,1435,Florence,1488-10-07,Venise,"artiste,peintre,sculpteur","sculpteur, peintre et orfèvre italien de l'école florentine, XVe s.",,4,34,Q2044,Q641
Sylla,https://www.wikidata.org/wiki/Q483783,,,Sylla,-138,Q1747689,-78,Q10646925,personnage politique,consul et dictateur romain,,4,34,Q1747689,Q10646925
SainteCecile,https://www.wikidata.org/wiki/Q80513,,Cécile de,Rome,180,Rome,0230-11-22,Rome,saint(e),sainte chrétienne patronne des musiciens,,4,33,Q220,Q220
PaulFreartDeChantelou,http://www.wikidata.org/entity/Q3371258,Paul Fréart de Chantelou,Paul,Fréart de Chantelou,1609-03-25,LeMans,1694-03-10,Paris,mécène,"collectionneur d'art, frère de Roland Fréart",,4,33,Q1476,Q90
Titus,https://www.wikidata.org/wiki/Q1421,,,Titus,40-12-30,Rome,81-09-13,Q383071,personnage politique,empereur romain de 79 à 81,,4,33,Q220,Q383071
HansHolbeinLeJeune,http://www.wikidata.org/entity/Q48319,Hans Holbein le Jeune,Hans,Holbein,1497,Augsbourg,1543-11-29,Londres,"artiste,peintre",peintre et graveur allemand (1497–1543),,4,33,Q2749,Q84
Bramantino,http://www.wikidata.org/entity/Q7799,Il Bramantino,Bartolomeo,Suardi,1465,Milan,1536,Milan,"artiste,peintre,architecte",peintre et architecte italien,,4,33,Q490,Q490
JacopoBassano,http://www.wikidata.org/entity/Q346502,Jacopo Bassano,Jacopo,Bassano,1510,BassanoDelGrappa,1592-02-14,BassanoDelGrappa,"artiste,peintre",peintre vénitien,,4,32,Q47094,Q47094
SebastianoDelPiombo,http://www.wikidata.org/entity/Q285423,Sebastiano del Piombo,Sebastiano,Luciani,1485,Venise,1547-06-21,Rome,"artiste,peintre",peintre italien,,4,32,Q641,Q220
AndreaSacchi,http://www.wikidata.org/entity/Q495008,Andrea Sacchi,Andrea,Sacchi,1599-11-30,Q243116,1661-06-21,Rome,"artiste,peintre",peintre italien,,4,32,Q243116,Q220
Isaac,https://www.wikidata.org/wiki/Q671872,,,Isaac,-1851,Q163329,-1533,Q163329,personnage biblique,"personnage de la Bible et du Coran, fils d'Abraham et de Sarah",,4,32,Q163329,Q163329
Asclepios,https://www.wikidata.org/wiki/Q83223,,,Asclepios,,,,,personnage mythologique,dieu gréco-romain de la médecine,,4,32,,
NicolasBachelier,http://www.wikidata.org/entity/Q713209,Nicolas Bachelier,Nicolas,Bachelier,1487,Arras,1556,Toulouse,"artiste,architecte,ingénieur","maître-maçon, ingénieur, architecte, et sculpteur français",,4,31,Q131329,Q7880
PierreMignard,http://www.wikidata.org/entity/Q360010,Pierre Mignard,Pierre,Mignard,1612-11-17,Troyes,1695-05-30,Paris,"artiste,peintre",peintre français (1612-1695),,4,31,Q5489,Q90
Abraham,https://www.wikidata.org/wiki/Q9181,,,Abraham,,Q5373099,,Hebron,personnage biblique,"patriarche et prophète des religions juive, chrétienne et musulmane",,4,31,Q5373099,Q168225
GiovanniGiacomoDellaPorta,http://www.wikidata.org/entity/Q3767365,Giovanni Giacomo Della Porta,Giovanni Giacomo,Della Porta,1485,Q47510,1555,Genes,"artiste,architecte","architect, artist, painter, sculptor",,4,31,Q47510,Q1449
GuillaumePhilandrier,https://www.wikidata.org/wiki/Q3120120,Philander,Guillaume,Philandrier,1505,Q244707,1565-02-18,Toulouse,"artiste,architecte","architecte, écclésiastique et ambassadeur",,4,31,Q244707,Q7880
Theophraste,https://www.wikidata.org/wiki/Q160362,,,Théophraste,-371,Q1018197,-287,Q1524,"philosophe,auteur(e) de textes","philosophe et savant de la Grèce antique, successeur d’Aristote",,4,31,Q1018197,Q1524
LodovicoCarracci,http://www.wikidata.org/entity/Q380553,Lodovico Carracci,Lodovico,Carracci,1555-04,Bologne,1619-11-13,Bologne,"artiste,peintre",peintre italien,,4,31,Q1891,Q1891
Promethee,https://www.wikidata.org/wiki/Q83160,,,Promethee,,,,,personnage mythologique,personnage de la mythologie grecque,,4,30,,
AlessandroFarneseIlGiovane,https://www.wikidata.org/wiki/Q248459,Il Giovane,Alessandro,Farnese,1520-10-07,Q180050,1589-03-04,Rome,personnage politique,"cardinal, humaniste et mécène italien, fils de Pier Luigi",,4,30,Q180050,Q220
NumaPompilius,https://www.wikidata.org/wiki/Q200031,,Numa,Pompilius,-753-04-21,Q2246183,-671,,personnage politique,deuxième roi légendaire de Rome,,4,30,Q2246183,
GiuseppeCesari,http://www.wikidata.org/entity/Q933026,Cavalier d'Arpin,Giuseppe,Cesari,1568-02-14,Arpino,1640-07-03,Rome,"artiste,peintre",peintre italien,,4,30,Q116440,Q220
Trajan,https://www.wikidata.org/wiki/Q1425,,,Trajan,53-09-18,Q658893,0117-08-07,Q1424724,personnage politique,empereur romain de 98 à 117,,4,30,Q658893,Q1424724
Scopas,https://www.wikidata.org/wiki/Q309579,,,Scopas,-395,Paros,-350,,"artiste,architecte,sculpteur",sculpteur grec de l'Antiquité,,4,29,Q201272,
CharlesEmmanuelIer,https://www.wikidata.org/wiki/Q318091,Charles-Emmanuel Ier,Charles-Emmanuel de,Savoie,1562-01-12,Q10231,1630-07-26,Q20489,personnage politique,duc de Savoie,,4,29,Q10231,Q20489
Giambologna,http://www.wikidata.org/entity/Q220136,Giambologna,Jean,Bologne,1529,Q193826,1608-08-13,Florence,"artiste,sculpteur",sculpteur flamand,,4,28,Q193826,Q2044
Caligula,https://www.wikidata.org/wiki/Q1409,,,Caligula,12-08-31,Q16010710,41-01-24,MontPalatin,personnage politique,"troisième empereur romain, de 37 à 41",,4,28,Q16010710,Q200642
Xenophon,https://www.wikidata.org/wiki/Q129772,,,Xénophon,-430,Q13502175,-354,Corinthe,"auteur(e) de textes,philosophe","historien, militaire et philosophe grec",,4,28,Q13502175,Q103011
PirroLigorio,http://www.wikidata.org/entity/Q736090,Pirro Ligorio,Pirro,Ligorio,1513,Naples,1583-10-30,Ferrare,"artiste,architecte",architecte-jardinier italien du maniérisme,,4,28,Q2634,Q13362
GiovanniBaglione,http://www.wikidata.org/entity/Q983332,Giovanni Baglione,Giovanni,Baglione,1566,Rome,1643-12-30,Rome,"artiste,peintre",peintre italien,,4,28,Q220,Q220
Agucchi,http://www.wikidata.org/entity/Q3766546,Giovanni Battista Agucchi,Giovanni Battista,Agucchi,1570-11-20,Bologne,1632-01-01,Q3662869,"personnage du clergé,auteur(e) de textes,mécène","archevêque, collectionneur et théoricien de l'art italien",,4,28,Q1891,Q3662869
Diogene,https://www.wikidata.org/wiki/Q59180,,Diogène de,Sinope,-400,Q107557833,-323,Q1363688,philosophe,philosophe grec de l'Antiquité associé à l'école cynique,,4,28,Q107557833,Q1363688
